time,altitude,altitude_target,speed,speed_target
0.0,0.0,0,0.0,0
0.0009989738464355469,0.0,0,0.0,0
0.05376744270324707,0.0,0,0.0,0
0.054790496826171875,0.0,0,0.0,0
0.15478301048278809,0.0,0,0.0,0
0.15478301048278809,0.0,0,0.0,0
0.2149653434753418,0.0,0,0.0,0
0.2159888744354248,0.0,0,0.0,0
0.2915627956390381,0.0,0,0.0,0
0.2940807342529297,0.0,0,0.0,0
0.3506450653076172,0.0,0,0.0,0
0.3506450653076172,0.0,0,0.0,0
0.40244483947753906,0.0,0,0.0,0
0.4034268856048584,0.0,0,0.0,0
0.5037317276000977,0.0,0,0.0,0
0.5047328472137451,0.0,0,0.0,0
0.5759565830230713,0.0,0,0.0,0
0.5759565830230713,0.0,0,0.0,0
0.6339874267578125,0.0,0,0.0,0
0.6339874267578125,0.0,0,0.0,0
0.7102956771850586,0.0,0,0.0,0
0.7549872398376465,0.0,0,0.0,0
0.7549872398376465,0.0,0,0.0,0
0.8310914039611816,0.0,0,0.0,0
0.8327329158782959,0.0,0,0.0,0
0.8813941478729248,0.0,0,0.0,0
0.8813941478729248,0.0,0,0.0,0
0.9601316452026367,0.0,0,0.0,0
0.9601316452026367,0.0,0,0.0,0
1.0136427879333496,0.0,0,0.0,0
1.0146324634552002,0.0,0,0.0,0
1.0883400440216064,0.0,0,0.0,0
1.1401762962341309,0.0,0,0.0,0
1.1401762962341309,0.0,0,0.0,0
1.216219425201416,0.0,0,0.0,0
1.216219425201416,0.0,0,0.0,0
1.2614452838897705,0.0,0,0.0,0
1.2614452838897705,0.0,0,0.0,0
1.3318681716918945,0.0,0,0.0,0
1.3318681716918945,0.0,0,0.0,0
1.4107146263122559,0.0,0,0.0,0
1.4610216617584229,0.0,0,0.0,0
1.4620399475097656,0.0,0,0.0,0
1.5373148918151855,0.0,0,0.0,0
1.5373148918151855,0.0,0,0.0,0
1.5823237895965576,0.0,0,0.0,0
1.5823237895965576,0.0,0,0.0,0
1.6636602878570557,0.0,0,0.0,0
1.6636602878570557,0.0,0,0.0,0
1.70928955078125,0.0,0,0.0,0
1.7102892398834229,0.0,0,0.0,0
1.7711186408996582,0.0,0,0.0,0
1.8474180698394775,0.0,0,0.0,0
1.8479878902435303,0.0,0,0.0,0
1.901350975036621,0.0,0,0.0,0
1.903764009475708,0.0,0,0.0,0
1.9826653003692627,0.0,0,0.0,0
1.9826653003692627,0.0,0,0.0,0
2.0359597206115723,0.0,0,0.0,0
