time,altitude,altitude_target,speed,speed_target
0.0,0.1197,0,0.0,0
0.05545854568481445,0.11960000000000001,0,0.0,0
0.08700108528137207,0.1195,0,0.0,0
0.13467741012573242,0.1193,0,0.0,0
0.19420242309570312,0.1191,0,0.0,0
0.24156999588012695,0.1189,0,0.0,0
0.2579677104949951,0.1188,0,0.0,0
0.30462121963500977,0.1186,0,0.0,0
0.35190653800964355,0.1183,0,0.0,0
0.4108898639678955,0.11810000000000001,0,0.0,0
0.4446876049041748,0.11779999999999999,0,0.0,0
0.5027315616607666,0.1175,0,0.0,0
0.5194821357727051,0.1173,0,0.0,0
0.5664119720458984,0.11699999999999999,0,0.0,0
0.6253371238708496,0.1167,0,0.0,0
0.6739847660064697,0.11630000000000001,0,0.0,0
0.7191777229309082,0.1159,0,0.0,0
0.7528340816497803,0.11560000000000001,0,0.0,0
0.8122260570526123,0.1152,0,0.0,0
0.8593463897705078,0.1148,0,0.0,0
0.8904359340667725,0.1143,0,0.0,0
0.9379019737243652,0.1139,0,0.0,0
0.9825448989868164,0.11349999999999999,0,0.0,0
1.0285890102386475,0.1131,0,0.0,0
1.075486421585083,0.1128,0,0.0,0
1.1214900016784668,0.11230000000000001,0,0.0,0
1.1385259628295898,0.11199999999999999,0,0.0,0
1.1852338314056396,0.1116,0,0.0,0
1.2309491634368896,0.1112,0,0.0,0
1.2775413990020752,0.1108,0,0.0,0
1.3085384368896484,0.1103,0,0.0,0
1.3544845581054688,0.1099,0,0.0,0
1.415597677230835,0.1094,0,0.0,0
1.4324731826782227,0.1091,0,0.0,0
1.4784903526306152,0.10859999999999999,0,0.0,0
1.5249884128570557,0.1082,0,0.0,0
1.556562900543213,0.1079,0,0.0,0
1.6175901889801025,0.1074,0,0.0,0
1.6491668224334717,0.107,0,0.0,0
1.69649076461792,0.1065,0,0.0,0
1.7424812316894531,0.1061,0,0.0,0
1.7885851860046387,0.1057,0,0.0,0
1.8496489524841309,0.10529999999999999,0,0.0,0
1.8815279006958008,0.1048,0,0.0,0
1.9425544738769531,0.1045,0,0.0,0
1.990800380706787,0.1041,0,0.0,0
2.036558151245117,0.10369999999999999,0,0.0,0
2.082359552383423,0.1033,0,0.0,0
2.113236904144287,0.10300000000000001,0,0.0,0
2.1605780124664307,0.1027,0,0.0,0
2.204040765762329,0.1024,0,0.0,0
2.2499241828918457,0.10220000000000001,0,0.0,0
2.2808752059936523,0.10189999999999999,0,0.0,0
2.3278653621673584,0.1016,0,0.0,0
2.3738503456115723,0.1015,0,0.0,0
2.406874179840088,0.1012,0,0.0,0
2.454420804977417,0.10099999999999999,0,0.0,0
2.5144119262695312,0.1008,0,0.0,0
2.5468862056732178,0.10060000000000001,0,0.0,0
2.59246563911438,0.1005,0,0.0,0
2.6384871006011963,0.1003,0,0.0,0
2.699709177017212,0.1002,0,0.0,0
2.716478109359741,0.1002,0,0.0,0
2.7757773399353027,0.1001,0,0.0,0
2.8224780559539795,0.1,0,0.0,0
2.867832660675049,0.1,0,0.0,0
2.914222240447998,0.1,0,0.0,0
2.9445314407348633,0.1,0,0.0,0
2.9910387992858887,0.1,0,0.0,0
3.0225987434387207,0.1,0,0.0,0
3.0826492309570312,0.1001,0,0.0,0
3.1164634227752686,0.1001,0,0.0,0
3.1611545085906982,0.1002,0,0.0,0
3.2065460681915283,0.10039999999999999,0,0.0,0
3.2548623085021973,0.1005,0,0.0,0
3.299995183944702,0.1007,0,0.0,0
3.346806764602661,0.1009,0,0.0,0
3.407747983932495,0.1011,0,0.0,0
3.43961238861084,0.1013,0,0.0,0
3.500117540359497,0.1015,0,0.0,0
3.546260118484497,0.1018,0,0.0,0
3.5778183937072754,0.10210000000000001,0,0.0,0
3.6246497631073,0.1023,0,0.0,0
3.643375873565674,0.1025,0,0.0,0
3.687476634979248,0.10279999999999999,0,0.0,0
3.7476766109466553,0.10310000000000001,0,0.0,0
3.7794551849365234,0.10339999999999999,0,0.0,0
3.826075792312622,0.1038,0,0.0,0
3.8862147331237793,0.1042,0,0.0,0
3.932650089263916,0.10460000000000001,0,0.0,0
3.9789915084838867,0.10490000000000001,0,0.0,0
4.024936199188232,0.1054,0,0.0,0
4.071563959121704,0.1058,0,0.0,0
4.117887020111084,0.10619999999999999,0,0.0,0
4.164801359176636,0.1066,0,0.0,0
4.2114784717559814,0.10710000000000001,0,0.0,0
4.257213115692139,0.1075,0,0.0,0
4.291124582290649,0.10800000000000001,0,0.0,0
4.3503851890563965,0.1084,0,0.0,0
4.382547616958618,0.10890000000000001,0,0.0,0
4.442314624786377,0.1094,0,0.0,0
4.475123405456543,0.10980000000000001,0,0.0,0
4.52238917350769,0.1103,0,0.0,0
4.568833827972412,0.1107,0,0.0,0
4.613516092300415,0.1112,0,0.0,0
4.659083604812622,0.1116,0,0.0,0
4.71658730506897,0.1121,0,0.0,0
4.749531030654907,0.1125,0,0.0,0
4.809783220291138,0.113,0,0.0,0
4.855925559997559,0.1134,0,0.0,0
4.90190315246582,0.11380000000000001,0,0.0,0
4.948768854141235,0.1143,0,0.0,0
4.980097532272339,0.11470000000000001,0,0.0,0
5.026965856552124,0.1151,0,0.0,0
5.087430715560913,0.1155,0,0.0,0
5.1332221031188965,0.1159,0,0.0,0
5.164346218109131,0.1162,0,0.0,0
5.225245237350464,0.1166,0,0.0,0
5.271636724472046,0.11689999999999999,0,0.0,0
5.317819118499756,0.11720000000000001,0,0.0,0
5.364421844482422,0.1175,0,0.0,0
5.410924196243286,0.11779999999999999,0,0.0,0
5.443579196929932,0.11810000000000001,0,0.0,0
5.489284038543701,0.1183,0,0.0,0
5.52140474319458,0.1185,0,0.0,0
5.581486701965332,0.1188,0,0.0,0
5.627596139907837,0.11900000000000001,0,0.0,0
5.644433259963989,0.1191,0,0.0,0
5.704989433288574,0.1193,0,0.0,0
5.73748254776001,0.11939999999999999,0,0.0,0
5.7845635414123535,0.11960000000000001,0,0.0,0
5.830629348754883,0.1197,0,0.0,0
5.876383304595947,0.1198,0,0.0,0
5.936536073684692,0.1199,0,0.0,0
5.969177961349487,0.1199,0,0.0,0
6.001270294189453,0.1199,0,0.0,0
6.060496807098389,0.1199,0,0.0,0
6.09249472618103,0.1199,0,0.0,0
6.141298770904541,0.1199,0,0.0,0
6.1992106437683105,0.1199,0,0.0,0
6.230688571929932,0.1198,0,0.0,0
